PERIOD,ID,V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8,V_9,V_10,V_11,V_12,V_13,V_14,V_15,V_16,V_17,V_18,V_19,V_20,V_21,V_22,V_23,V_24,V_25,V_26,V_27,V_28,V_29,V_30,V_31,V_32,V_33,V_34,V_35,V_36,V_37,V_38,V_39,V_40,V_41,V_42,V_43
2,4465,26.0,31.0,4.0,1.0,,0.0,1.0,1.0,0.0,24.0,10.0,65.98,480.12,469.7,10.42,0.0,0.0,0.0,,,0.0,1138.645589,39.73,22.88,16.85,0.0,0.0,54.0,42.0,12.0,0.0,30.0,18.0,12.0,0.0,0.0,54.5,3.7130975093333296,,1115.3845099999999,,,0.0
3,4465,26.0,31.0,0.0,1.0,1.0,,,1.0,0.0,24.0,9.0,,330.43,319.75,,0.0,0.0,0.0,0.0,0.0,0.0,960.73867,68.07,63.92,4.15,0.0,0.0,57.0,,10.0,0.0,28.0,21.0,7.0,,0.0,45.0,0.5125,31.0,901.284367,45.0,0.0,0.0
1,4466,30.0,28.0,0.0,1.0,1.0,,0.0,1.0,0.0,30.0,12.0,295.85,1120.13,1060.48,42.4,0.0,0.0,17.25,0.0,0.0,0.0,1756.6836190000001,894.0,884.22,9.42,,0.0,319.0,270.0,19.0,0.0,229.0,218.0,10.0,0.0,0.0,70.0,,,1635.196038,70.0,0.0,0.0
2,4466,31.0,,2.0,1.0,1.0,0.0,1.0,1.0,0.0,31.0,5.0,412.85,1733.02,1709.98,19.4,0.0,0.0,3.64,1.0,1.0,0.0,966.640809,857.28,857.2,0.08,0.0,0.0,325.0,,7.0,0.0,211.0,210.0,,0.0,0.0,70.0,0.0,31.0,867.4382380000001,70.0,0.0,0.0
3,4466,31.0,31.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,30.0,2.0,287.5,993.78,979.83,11.3,0.0,0.0,,0.0,0.0,0.0,935.8917640000001,747.97,747.5,0.47,0.0,0.0,203.0,191.0,3.0,0.0,158.0,156.0,2.0,0.0,0.0,70.0,0.07,31.0,845.5663300000001,,0.0,0.0
1,4467,29.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,29.0,12.0,119.23,566.73,502.35,,0.0,0.0,13.75,0.0,0.0,0.0,0.0,183.5,178.3,5.2,0.0,0.0,165.0,142.0,14.0,0.0,55.0,53.0,2.0,0.0,0.0,35.0,3.6975,0.0,0.0,35.0,0.0,0.0
2,4467,31.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,30.0,17.0,76.17,540.75,467.98,72.12,0.0,0.0,0.65,0.0,0.0,0.0,0.0,162.85,134.45,28.4,0.0,,145.0,112.0,27.0,0.0,61.0,52.0,9.0,0.0,0.0,35.0,4.265,0.0,0.0,35.0,0.0,0.0
3,4467,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,30.0,17.0,74.8,464.38,425.58,38.58,0.0,0.0,0.22,0.0,,0.0,0.0,189.73,187.05,2.68,,0.0,147.0,115.0,30.0,0.0,51.0,49.0,,0.0,0.0,36.5,0.24,0.0,0.0,36.5,0.0,0.0
1,4468,28.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,,,1.0,70.75,249.4,248.85,,,0.0,0.25,,0.0,0.0,1.6926459999999999,193.93,180.53,13.4,,0.0,125.0,121.0,1.0,0.0,74.0,69.0,5.0,0.0,,74.19,2.0325,,0.0,74.19,0.0,0.0
2,4468,28.0,,4.0,1.0,1.0,0.0,1.0,0.0,0.0,27.0,2.0,36.58,248.52,245.13,2.97,0.0,0.0,0.42,3.0,3.0,0.0,0.0,232.53,207.47,,0.0,0.0,108.0,99.0,3.0,0.0,91.0,80.0,11.0,0.0,0.0,57.1,15.2322904,0.0,0.0,57.1,0.0,0.0
3,4468,28.0,0.0,,1.0,1.0,0.0,1.0,0.0,,,1.0,54.2,191.57,187.43,3.47,0.0,0.0,0.67,10.0,0.0,0.0,0.0,302.58,293.13,9.45,0.0,0.0,110.0,98.0,3.0,0.0,,111.0,10.0,0.0,0.0,58.9,1.435,0.0,0.0,,0.0,0.0
1,4469,19.0,0.0,0.0,,1.0,0.0,,0.0,0.0,19.0,1.0,64.18,137.22,136.8,0.22,0.0,0.0,0.2,,0.0,0.0,0.0,70.62,67.52,3.1,0.0,0.0,,,1.0,0.0,34.0,31.0,3.0,,0.0,0.0,0.465,0.0,0.0,0.0,0.0,0.0
2,4469,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.82,7.3,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.87,90.87,0.0,0.0,0.0,13.0,,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4469,5.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.38,5.42,4.95,0.0,0.0,0.0,0.47,0.0,0.0,,0.0,88.58,83.02,5.57,0.0,,12.0,9.0,0.0,0.0,,10.0,5.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0
1,4470,26.0,15.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,22.0,4.0,36.93,203.5,154.9,44.48,0.0,0.0,,,0.0,1.0,216.862631,215.97,166.62,46.12,3.23,0.0,108.0,72.0,10.0,0.0,64.0,50.0,13.0,1.0,0.0,49.2,12.516590561666698,3.0,32.550538,49.2,,0.0
2,4470,27.0,,2.0,1.0,1.0,0.0,1.0,1.0,0.0,24.0,5.0,78.75,147.12,127.92,13.48,0.0,0.0,5.72,6.0,,,498.513554,174.42,151.43,22.98,0.0,0.0,130.0,94.0,7.0,0.0,82.0,66.0,16.0,0.0,0.0,49.0,3.77039370616667,5.0,96.428587,49.0,0.0,0.0
3,4470,24.0,,2.0,1.0,1.0,0.0,1.0,1.0,0.0,20.0,1.0,3.47,157.4,154.23,0.27,0.0,0.0,2.9,,1.0,0.0,139.44241200000002,141.9,122.47,19.43,0.0,0.0,51.0,,1.0,0.0,46.0,38.0,8.0,0.0,0.0,49.0,5.82057422666667,1.0,10.972838000000001,49.0,0.0,0.0
1,4471,30.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,30.0,,324.9,839.3,826.13,13.03,0.0,,0.14,0.0,0.0,0.0,0.0,673.83,548.08,15.53,109.1,,151.0,147.0,1.0,0.0,110.0,94.0,,10.0,0.0,55.0,410.968753424,0.0,0.0,55.0,0.0,0.0
2,4471,30.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,30.0,1.0,127.57,652.32,651.7,0.38,0.0,0.0,0.24,0.0,0.0,0.0,0.0,,886.02,28.27,77.47,0.0,162.0,157.0,1.0,0.0,130.0,115.0,8.0,7.0,0.0,56.5,354.21187639879304,0.0,0.0,,0.0,0.0
3,4471,,0.0,,1.0,1.0,,0.0,0.0,0.0,29.0,,144.77,679.82,672.8,5.57,0.0,0.0,1.45,,0.0,0.0,0.0,906.93,791.12,9.25,106.57,0.0,149.0,133.0,5.0,0.0,114.0,100.0,5.0,9.0,0.0,110.0,384.484551923897,0.0,0.0,110.0,0.0,0.0
1,4472,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,,30.93,30.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.73,0.0,0.0,0.0,29.0,,0.0,0.0,,55.0,0.0,0.0,0.0,86.24,0.0,0.0,0.0,46.24,0.0,0.0
2,4472,18.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,18.0,0.0,4.38,20.32,20.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.05,113.05,0.0,0.0,0.0,29.0,29.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,65.92,0.0,0.0,0.0,25.92,,0.0
3,4472,14.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,14.0,0.0,12.22,22.9,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.83,62.83,,0.0,0.0,23.0,23.0,0.0,0.0,65.0,65.0,0.0,0.0,0.0,,0.0,0.0,0.0,14.0,0.0,
1,4473,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,,565.28,2175.42,2174.67,,0.0,0.0,0.75,,0.0,0.0,0.0,580.85,579.98,0.87,0.0,0.0,,455.0,0.0,0.0,171.0,170.0,1.0,,,,0.1325,0.0,0.0,30.0,0.0,0.0
2,4473,31.0,0.0,0.0,1.0,,,0.0,0.0,0.0,31.0,0.0,517.52,1510.27,1508.9,0.0,0.0,0.0,1.37,0.0,0.0,0.0,0.0,482.73,481.8,0.93,0.0,,425.0,423.0,0.0,0.0,153.0,152.0,1.0,0.0,0.0,30.0,0.1425,0.0,,30.0,0.0,0.0
3,4473,31.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,31.0,0.0,399.82,1680.55,1680.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.48,517.42,0.07,0.0,0.0,451.0,,,0.0,195.0,193.0,2.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0
1,4474,,28.0,0.0,1.0,1.0,0.0,0.0,,0.0,30.0,12.0,99.27,516.98,507.98,8.0,0.0,0.0,1.0,0.0,0.0,,3299.183919,191.43,184.73,6.7,0.0,0.0,,220.0,14.0,0.0,84.0,70.0,14.0,,0.0,,1.02,28.0,3275.107072,63.0,0.0,0.0
2,4474,31.0,29.0,1.0,1.0,,,1.0,1.0,0.0,31.0,,215.3,647.08,645.65,1.1,0.0,0.0,0.33,1.0,0.0,0.0,2799.412683,188.1,183.28,4.82,0.0,0.0,220.0,215.0,,0.0,64.0,62.0,2.0,0.0,,62.0,0.7225,29.0,,62.0,0.0,0.0
3,4474,30.0,11.0,1.0,1.0,1.0,0.0,1.0,1.0,,30.0,9.0,74.37,586.08,579.05,6.65,,0.0,0.38,1.0,0.0,0.0,369.64754700000003,270.43,259.23,11.2,0.0,0.0,,,11.0,0.0,100.0,96.0,4.0,0.0,0.0,62.0,1.705,6.0,330.576194,62.0,0.0,0.0
1,4475,24.0,30.0,2.0,1.0,1.0,,1.0,1.0,0.0,22.0,11.0,12.37,150.77,140.28,10.48,0.0,0.0,0.01,2.0,0.0,0.0,691.450369,254.88,222.77,32.12,0.0,0.0,68.0,52.0,16.0,0.0,132.0,102.0,30.0,0.0,0.0,112.39,4.27,30.0,656.088328,112.39,0.0,0.0
2,4475,18.0,21.0,1.0,,1.0,,1.0,1.0,0.0,18.0,5.0,17.2,54.18,48.9,,0.0,0.0,,1.0,0.0,0.0,249.30520499999997,69.02,57.28,11.73,0.0,0.0,43.0,35.0,7.0,0.0,64.0,44.0,20.0,0.0,0.0,171.36,1.2125,21.0,223.39649,171.36,2.0,22.131042
3,4475,29.0,31.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,26.0,14.0,35.6,137.97,102.57,35.35,0.0,0.0,0.05,,0.0,0.0,543.092592,160.38,,30.32,,0.0,85.0,62.0,22.0,0.0,149.0,92.0,57.0,0.0,0.0,,3.6425,30.0,343.226469,210.83,0.0,0.0
1,4476,30.0,7.0,0.0,1.0,1.0,0.0,0.0,,0.0,30.0,1.0,81.33,312.28,308.77,0.47,0.0,0.0,3.04,0.0,0.0,0.0,16.772229,238.3,235.02,3.28,0.0,0.0,230.0,228.0,1.0,0.0,203.0,202.0,1.0,0.0,0.0,35.0,0.95,0.0,0.0,35.0,0.0,0.0
2,4476,31.0,1.0,0.0,1.0,,0.0,0.0,1.0,,31.0,4.0,99.33,401.23,396.63,4.6,0.0,,0.0,0.0,0.0,,1.251552,225.7,213.53,12.17,0.0,0.0,255.0,249.0,6.0,0.0,163.0,156.0,7.0,0.0,0.0,47.75,1.8325,0.0,0.0,47.75,,
3,4476,31.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,31.0,5.0,34.72,198.68,192.3,6.38,0.0,0.0,0.0,0.0,0.0,0.0,16.656673,,111.38,,0.0,0.0,175.0,168.0,7.0,0.0,,121.0,2.0,0.0,0.0,43.5,0.4925,0.0,0.0,43.5,0.0,0.0
1,4477,21.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,10.0,5.8,168.67,67.05,96.95,0.0,0.0,4.67,0.0,0.0,0.0,0.0,219.22,212.77,6.45,0.0,0.0,,22.0,11.0,0.0,39.0,35.0,4.0,0.0,0.0,118.0,1.5275,0.0,0.0,118.0,0.0,0.0
2,4477,18.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,7.0,13.47,123.55,113.42,,0.0,0.0,1.5,0.0,0.0,0.0,,182.37,181.07,0.0,0.0,0.0,34.0,25.0,7.0,0.0,,,0.0,0.0,0.0,,0.225,0.0,0.0,79.5,0.0,
3,4477,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,1.0,22.75,104.95,103.93,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.23,183.35,20.88,0.0,0.0,20.0,19.0,1.0,0.0,38.0,34.0,4.0,0.0,0.0,80.0,3.1425,,0.0,80.0,0.0,0.0
1,4478,17.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,15.0,8.0,0.0,126.5,118.82,7.68,0.0,0.0,0.0,1.0,0.0,0.0,0.0,80.13,64.5,15.63,,0.0,78.0,,12.0,0.0,42.0,,7.0,0.0,0.0,68.0,2.35,0.0,,68.0,0.0,0.0
2,4478,20.0,0.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,20.0,8.0,0.0,244.93,240.07,4.87,0.0,0.0,-0.01,13.0,0.0,0.0,,95.95,94.73,,0.0,0.0,124.0,112.0,12.0,,49.0,44.0,5.0,0.0,0.0,,0.19,0.0,0.0,129.2,0.0,0.0
3,4478,15.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,14.0,,,,59.23,,0.0,0.0,0.01,2.0,0.0,0.0,0.0,,53.38,5.75,,0.0,50.0,47.0,3.0,0.0,33.0,,2.0,0.0,0.0,64.0,0.8675,0.0,0.0,64.0,0.0,0.0
1,4479,21.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,10.03,36.68,,0.0,0.0,0.0,0.76,0.0,0.0,0.0,94.521525,88.6,68.33,20.27,0.0,0.0,48.0,37.0,0.0,0.0,,45.0,18.0,0.0,0.0,22.0,3.1325,1.0,2.4882470000000003,22.0,0.0,0.0
2,4479,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,11.03,32.68,31.73,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,284.0,230.05,53.95,0.0,,89.0,74.0,0.0,0.0,200.0,161.0,39.0,0.0,0.0,0.1,7.86,0.0,0.0,0.1,0.0,0.0
3,4479,18.0,0.0,2.0,1.0,,0.0,1.0,0.0,0.0,13.0,3.0,,37.82,26.53,8.52,0.0,0.0,2.77,1.0,1.0,0.0,0.0,167.32,142.4,24.92,0.0,0.0,55.0,35.0,9.0,0.0,107.0,77.0,30.0,0.0,0.0,0.0,4.045,0.0,0.0,,0.0,
1,4480,30.0,0.0,0.0,1.0,1.0,0.0,0.0,,,30.0,4.0,195.57,590.45,563.43,16.13,0.0,0.0,10.89,0.0,0.0,0.0,,535.92,528.15,7.77,0.0,0.0,219.0,210.0,4.0,0.0,213.0,207.0,6.0,0.0,0.0,42.5,1.1725,0.0,0.0,42.5,0.0,0.0
2,4480,31.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,31.0,6.0,380.2,1075.28,1037.97,32.48,0.0,0.0,4.83,,0.0,,0.0,637.18,636.07,,0.0,0.0,,227.0,6.0,0.0,184.0,183.0,,0.0,0.0,40.85,0.1675,0.0,0.0,40.85,0.0,0.0
3,4480,31.0,,,1.0,1.0,0.0,1.0,0.0,0.0,31.0,4.0,,821.33,,12.32,0.0,0.0,1.46,2.0,0.0,0.0,0.0,728.27,728.03,0.23,0.0,,237.0,231.0,4.0,0.0,,185.0,1.0,0.0,0.0,44.85,0.0375,0.0,,44.85,0.0,0.0
1,4481,30.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,30.0,0.0,202.62,496.15,496.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007968000000000001,234.18,234.18,0.0,0.0,,147.0,,0.0,0.0,82.0,,0.0,0.0,0.0,55.0,0.0,,0.0,,0.0,0.0
2,4481,29.0,11.0,,1.0,1.0,0.0,0.0,,,29.0,1.0,41.37,213.48,212.4,0.47,0.0,0.0,0.61,0.0,0.0,0.0,0.023383,133.82,133.82,0.0,0.0,0.0,93.0,89.0,1.0,0.0,53.0,53.0,0.0,0.0,,55.0,0.0,0.0,,55.0,,0.0
3,4481,29.0,12.0,0.0,,0.0,0.0,0.0,1.0,0.0,29.0,0.0,80.93,256.1,255.98,,,0.0,0.12,0.0,0.0,0.0,0.011038,144.47,144.47,0.0,0.0,0.0,,128.0,0.0,0.0,79.0,79.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,60.0,,0.0
1,4482,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.13,0.0,0.0,0.0,0.0,0.13,,0.0,0.0,0.0,585.98,585.98,0.0,0.0,0.0,3.0,0.0,0.0,0.0,85.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4482,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,426.88,,0.0,0.0,0.0,0.0,,,64.0,,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
3,4482,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.15,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.08,479.08,0.0,0.0,0.0,4.0,4.0,0.0,0.0,,48.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
1,4483,30.0,29.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,30.0,11.0,40.05,198.58,184.08,13.98,0.0,0.0,,0.0,0.0,1.0,3423.9632939999997,,101.33,6.52,0.03,0.0,209.0,184.0,17.0,0.0,172.0,154.0,16.0,2.0,0.0,108.7,1.12086474333333,28.0,3302.602709,108.7,0.0,0.0
2,4483,28.0,16.0,0.0,1.0,1.0,0.0,,1.0,0.0,,12.0,15.38,110.8,94.23,16.3,0.0,0.0,0.27,0.0,0.0,0.0,3936.2685770000003,118.63,97.17,21.45,0.02,0.0,160.0,122.0,36.0,0.0,181.0,114.0,66.0,1.0,0.0,80.0,3.4322248443333296,13.0,2451.681936,80.0,12.0,1466.69648
3,4483,,,0.0,1.0,,0.0,0.0,1.0,0.0,26.0,6.0,,82.25,76.73,,0.0,0.0,0.0,0.0,0.0,0.0,5237.204781,68.85,56.52,12.33,,0.0,108.0,101.0,7.0,0.0,141.0,94.0,47.0,0.0,0.0,3.0,1.9125,12.0,164.799237,3.0,,5059.976573
1,4484,,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,10.0,0.0,6.67,,11.17,0.0,0.0,0.0,5.31,,0.0,,0.0,20.32,,0.43,,,,16.0,0.0,0.0,35.0,34.0,1.0,0.0,0.0,102.24,0.0675,0.0,0.0,102.24,0.0,0.0
2,4484,10.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,,0.0,0.73,8.37,6.8,0.0,0.0,0.0,1.57,,0.0,0.0,0.0,34.45,34.45,0.0,0.0,0.0,16.0,9.0,0.0,0.0,37.0,37.0,0.0,0.0,0.0,,,0.0,0.0,55.0,0.0,0.0
3,4484,16.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,14.0,1.0,6.48,20.0,18.62,1.33,0.0,0.0,0.05,0.0,0.0,0.0,0.0,69.68,57.43,,0.0,0.0,32.0,30.0,1.0,0.0,53.0,51.0,,0.0,0.0,58.0,1.8425,0.0,0.0,58.0,,0.0
1,4485,27.0,22.0,0.0,1.0,1.0,0.0,0.0,1.0,,27.0,5.0,27.47,168.57,161.75,,0.0,,0.0,0.0,0.0,0.0,37.115415999999996,112.92,108.27,4.65,0.0,0.0,99.0,,6.0,0.0,75.0,72.0,3.0,0.0,0.0,114.54,0.7025,0.0,0.0,114.54,0.0,0.0
2,4485,27.0,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,27.0,8.0,65.95,202.68,178.53,14.78,0.0,0.0,9.37,0.0,,0.0,2.7988470000000003,100.57,92.3,8.27,0.0,0.0,117.0,102.0,11.0,0.0,68.0,62.0,,0.0,0.0,178.71,1.2475,0.0,0.0,123.71,0.0,
3,4485,29.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,28.0,10.0,25.95,157.83,132.67,17.37,0.0,,7.79,0.0,,0.0,0.000218,103.4,81.83,18.57,,0.0,111.0,96.0,13.0,0.0,96.0,74.0,18.0,,,25.05,12.837009793333301,0.0,0.0,25.05,0.0,0.0
1,4486,29.0,2.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,29.0,10.0,49.47,316.2,,36.0,0.0,,0.0,7.0,2.0,0.0,31.319209000000004,314.98,274.13,,0.0,0.0,169.0,150.0,19.0,0.0,166.0,138.0,28.0,0.0,,112.5,6.1275,2.0,31.319209000000004,112.5,0.0,
2,4486,28.0,0.0,12.0,1.0,1.0,0.0,1.0,0.0,2.0,28.0,12.0,,571.78,546.83,24.95,0.0,0.0,0.0,37.0,6.0,0.0,0.0,425.03,361.9,63.13,0.0,0.0,210.0,191.0,19.0,0.0,216.0,177.0,39.0,0.0,0.0,117.5,9.4675,2.0,0.006712,117.5,0.0,0.0
3,4486,31.0,0.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,,15.0,94.25,751.47,702.88,48.58,0.0,0.0,0.01,,8.0,0.0,0.0,809.67,759.98,49.68,0.0,0.0,345.0,315.0,30.0,0.0,312.0,272.0,40.0,0.0,0.0,113.5,7.4525,0.0,0.0,113.5,0.0,0.0
1,4487,30.0,1.0,0.0,1.0,0.0,,0.0,1.0,0.0,30.0,0.0,153.27,575.33,575.33,0.0,0.0,0.0,0.0,,0.0,0.0,0.02062,805.07,803.15,1.92,,0.0,179.0,179.0,,,169.0,167.0,2.0,,0.0,30.0,0.06,0.0,0.0,30.0,0.0,0.0
2,4487,30.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,30.0,1.0,188.87,743.65,741.82,,0.0,0.0,1.31,0.0,0.0,0.0,0.0,583.17,583.17,0.0,0.0,0.0,234.0,226.0,1.0,0.0,,151.0,0.0,0.0,0.0,33.74,0.0,0.0,,33.74,0.0,
3,4487,31.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,31.0,1.0,90.53,712.4,711.53,0.68,0.0,0.0,0.19,0.0,0.0,0.0,0.0,637.07,637.07,,0.0,0.0,207.0,203.0,1.0,0.0,150.0,150.0,0.0,0.0,0.0,34.5,0.0,0.0,0.0,,0.0,0.0
1,4488,30.0,30.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,30.0,4.0,276.75,1080.83,1076.85,3.67,0.0,0.0,0.31,5.0,0.0,0.0,4297.250966,863.6,817.68,44.97,0.0,0.0,332.0,,7.0,,261.0,242.0,17.0,0.0,0.0,156.5,4.505,30.0,,156.5,0.0,0.0
2,4488,,31.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,31.0,8.0,315.15,1276.13,1235.1,40.08,0.0,0.0,0.95,8.0,2.0,,3110.6674390000003,1055.72,987.65,68.07,0.0,0.0,296.0,272.0,,0.0,259.0,236.0,23.0,0.0,,156.5,9.85,31.0,3029.970304,156.5,0.0,0.0
3,4488,28.0,31.0,3.0,1.0,1.0,0.0,1.0,1.0,,27.0,4.0,168.33,830.48,816.2,14.08,0.0,0.0,0.2,5.0,,0.0,1974.3596730000002,692.62,676.35,16.27,0.0,0.0,185.0,176.0,5.0,0.0,,137.0,5.0,0.0,0.0,156.5,2.4525,31.0,1840.2637300000001,156.5,0.0,0.0
1,4489,30.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,30.0,0.0,479.77,1519.05,1516.48,0.0,0.0,0.0,2.57,3.0,0.0,0.0,0.0,1161.25,1160.55,0.7,0.0,0.0,407.0,,0.0,0.0,458.0,457.0,1.0,0.0,0.0,63.05,0.1075,0.0,,63.05,0.0,0.0
2,4489,31.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,31.0,0.0,355.67,1508.55,1507.58,0.0,0.0,,0.97,1.0,0.0,0.0,0.0,1434.55,1430.97,3.58,0.0,0.0,377.0,362.0,0.0,0.0,338.0,335.0,3.0,0.0,,52.8,0.175,0.0,0.0,52.8,0.0,0.0
3,4489,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,340.23,1035.38,1033.02,0.0,0.0,0.0,2.36,0.0,0.0,0.0,0.0,992.75,890.52,7.2,95.03,0.0,277.0,257.0,0.0,0.0,,258.0,3.0,4.0,,1.29,32.98956687,0.0,0.0,1.29,,0.0
1,4490,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,83.78,591.2,591.18,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,119.13,,0.0,0.0,,,84.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,,0.0,0.0
2,4490,25.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,1.0,56.17,624.1,610.93,,,0.0,1.12,0.0,0.0,0.0,0.0,179.22,168.95,10.27,0.0,0.0,114.0,96.0,4.0,,46.0,39.0,7.0,0.0,0.0,30.0,1.575,0.0,0.0,30.0,0.0,0.0
3,4490,18.0,0.0,1.0,1.0,,0.0,1.0,0.0,,17.0,,0.0,242.6,236.4,5.85,0.0,0.0,0.35,0.0,1.0,0.0,0.0,69.0,66.17,2.83,0.0,0.0,50.0,43.0,5.0,0.0,33.0,29.0,4.0,0.0,0.0,32.0,0.43,,0.0,32.0,0.0,0.0
1,4491,23.0,0.0,0.0,1.0,,,0.0,0.0,,23.0,0.0,46.38,149.93,148.53,0.0,0.0,0.0,1.4,0.0,,0.0,0.0,275.22,248.93,0.0,26.28,0.0,88.0,78.0,0.0,0.0,95.0,92.0,0.0,3.0,0.0,30.0,101.93872530799999,0.0,0.0,30.0,,0.0
2,4491,25.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,25.0,2.0,12.93,98.97,85.28,10.23,0.0,0.0,3.46,0.0,0.0,0.0,,315.85,315.35,0.5,0.0,0.0,93.0,71.0,2.0,0.0,113.0,110.0,3.0,0.0,0.0,58.6,0.0,0.0,0.0,,0.0,0.0
3,4491,30.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,30.0,2.0,40.73,279.6,272.2,6.88,0.0,0.0,0.52,0.0,,0.0,0.0,361.35,360.75,,0.0,0.0,120.0,,3.0,0.0,121.0,120.0,1.0,0.0,0.0,49.8,0.0925,0.0,0.0,,0.0,0.0
1,4492,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.17,1.17,1.17,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,1.17,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2,4492,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
